,original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
50,klimafeind,feind,feind,m,"['klimafeinds', 'klimafeind', 'klimafeinde', 'klimafeindes', 'klimafeinden']",person,"['ein Kandidat, gegen den man antritt']",[],,,"Counter({'Luisa Neubauer': 1, 'Horst-Joachim Lüdecke': 1})","Counter({'Volkswagen': 1, 'Die Grünen': 1})",['ziemlich'],['CO2produzierend'],,0.0,,Selbstzuschreibung,0,1,0.0,0.0,[],[],negativ,der,"Klimafeind, der
Der Begriff ""Klimafeind"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimafeind"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Luisa Neubauer und Horst-Joachim Lüdecke. Im Kontext von ""Klimafeind"" erfolgt die Nennung folgender Organisation(en): Volkswagen, Die Grünen (Skeptiker Korpus)."
51,klimafestung,festung,festung,f,"['klimafestungen', 'klimafestung']",abstraction,"['eine stark befestigte Verteidigungsanlage', 'eine befestigte Verteidigungsanlage']",[],,,,,,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimafestung, die
Der Begriff ""Klimafestung"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
52,klimafieber,fieber,fieber,n,"['klimafiebers', 'klimafieber', 'klimafiebern']",abstraction,['ein Anstieg der Körpertemperatur; häufig ein Symptom einer Infektion'],[],,,,"Counter({'Spiegel Online': 1, 'Die Grünen': 1, 'Welt': 1, 'EIKE': 1, 'Tagesspiegel': 1})",,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,das,"Klimafieber, das
Der Begriff ""Klimafieber"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimafieber"" erfolgt die Nennung folgender Organisation(en): Spiegel Online, Die Grünen (Skeptiker Korpus)."
53,klimafluch,fluch,fluch,m,"['klimafluches', 'klimaflüche', 'klimafluch', 'klimaflüchen', 'klimafluchs']",abstraction,"['eine verleumderische Anschuldigung', 'ein Schicksalsschlag; ein unheilvolles Ereignis']",[],,,Counter({'Barbara Hendricks': 1}),"Counter({'Greenpeace': 1, 'ARTE': 1, 'EIKE': 1})",,['hemmungslos'],,0.0,,,0,2,0.0,0.0156966951518003,[],[],negativ,der,"Klimafluch, der
Der Begriff ""Klimafluch"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barbara Hendricks. Im Kontext von ""Klimafluch"" erfolgt die Nennung folgender Organisation(en): Greenpeace, ARTE (Skeptiker Korpus)."
54,klimaflüsterer,flüsterer,flüsterer,m,"['klimaflüsterer', 'klimaflüsterern', 'klimaflüsterers']",person,[],[],,,,Counter({'AFD': 1}),,[],,0.0,,Selbstzuschreibung,0,1,0.0,0.0,[],[],neutral,der,"Klimaflüsterer, der
Der Begriff ""Klimaflüsterer"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaflüsterer"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaflüsterer"" erfolgt die Nennung folgender Organisation(en): AFD (Skeptiker Korpus)."
55,klimafreund,freund,freund,m,"['klimafreund', 'klimafreundes', 'klimafreunden', 'klimafreunde', 'klimafreunds']",person,"['eine Person, die mit ihm zusammenarbeitet oder ihn unterstützt', 'Mann, der in einer Liebesbeziehung mit einer Frau steht', 'eine Person, mit der man befreundet ist', 'eine Person, die einen Politiker oder eine Mannschaft usw. unterstützt.']","['freund', 'freundin']","Counter({'Armin Laschet': 1, 'Joachim Wille': 1})","Counter({'FFF': 2, 'Bundestag': 2, 'BDI': 1, 'INSM': 1, 'Instituts der deutsche Wirtschaft': 1, 'IW': 1, 'BDA': 1, 'NOAA': 1, 'BNE': 1, 'Lufthansa': 1, 'EU': 1, 'Parents for Future': 1, 'Bundesministerium für Wirtschaft und Energie': 1, 'Landtag': 1, 'AFD': 1, 'Commerzbank': 1, 'Greenpeace': 1})","Counter({'Emmanuel Macron': 1, 'Greta Thunberg': 1, 'Ursula von der Leyen': 1, 'Angela Merkel': 1, 'Donald Trump': 1})","Counter({'SPD': 1, 'BR': 1, 'Die Grünen': 1, 'EU': 1})","['jung', 'weit', 'natürlich']",['geschworen'],0.0,1.0,Selbstzuschreibung,Fremdzuschreibung,3,1,0.0174906429981298,0.0,[],[],positiv,der,"Klimafreund, der
Der Begriff ""Klimafreund"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 3 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.02 für die Vertreter. Verwendet wird ""Klimafreund"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker und als Selbstzuschreibung im Vetreter Korpus. Die Verwendung wird in 0% der Fälle für den Vertreter Diskurs und in 100% der Fälle für den Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell positiv konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Emmanuel Macron und Greta Thunberg und der Vertreter Korpus die Person(en) Armin Laschet und Joachim Wille. Im Kontext von ""Klimafreund"" erfolgt die Nennung folgender Organisation(en): SPD, BR (Skeptiker Korpus) und FFF, Bundestag (Vertreter Korpus).

Siehe auch: Klimafreundin"
56,klimafreundin,freundin,freundin,f,"['klimafreundin', 'klimafreundinnen']",person,"['eine Frau, die mit einem wichtigen Mann zusammenlebt', 'eine Partnerin, mit der man sein Leben teilt, mit der man aber nicht verheiratet ist', 'jede weibliche Freundin']","['freundin', 'freund']",Counter({'Joachim Wille': 1}),,,,"['weit', 'natürlich']",,0.0,,Selbstzuschreibung,,1,0,0.0,0.0,[],[],positiv,die,"Klimafreundin, die
Der Begriff ""Klimafreundin"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimafreundin"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Vertreter. In unserem Korpus Sample ist der Begriff tendenziell positiv konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Joachim Wille.

Siehe auch: Klimafreund"
57,klimafreundlichkeit,freundlichkeit,freundlichkeit,f,"['klimafreundlichkeiten', 'klimafreundlichkeit']",action,"['eine freundliche Handlung', 'Freundlichkeit, die sich in einer freundlichen und hilfsbereiten Haltung zeigt', 'die Neigung, freundlich und nachsichtig zu sein', 'die Eigenschaft der herzlichen Aufrichtigkeit', 'ein Ausdruck der Dankbarkeit', 'ein freundliches Gemüt']",[],Counter({'Armin Laschet': 1}),"Counter({'NOAA': 1, 'Landtag': 1, 'AFD': 1})",,,[],,0.0,,,,2,0,0.0082929243285437,0.0,[],[],positiv,die,"Klimafreundlichkeit, die
Der Begriff ""Klimafreundlichkeit"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.01 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell positiv konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Armin Laschet. Im Kontext von ""Klimafreundlichkeit"" erfolgt die Nennung folgender Organisation(en): NOAA, Landtag (Vertreter Korpus)."
58,klimafront,front,front,f,"['klimafront', 'klimafronten']",location,"['ein Gebiet, in dem aktive militärische Operationen durchgeführt werden', 'die Stirnseite oder Vorderseite eines Gebäudes', 'eine Gruppe von Menschen mit einer gemeinsamen Ideologie, die gemeinsam versuchen, bestimmte allgemeine Ziele zu erreichen']",[],,,,Counter({'EIKE': 1}),,[],,0.0,,,0,4,0.0,0.0464972214860532,[],[],negativ,die,"Klimafront, die
Der Begriff ""Klimafront"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.05 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimafront"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
59,klimaführerin,führerin,führerin,f,"['klimaführerinnen', 'klimaführerin']",person,[],[],,,,,,[],,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,die,"Klimaführerin, die
Der Begriff ""Klimaführerin"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaführerin"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
60,klimagangster,gangster,gangster,m,"['klimagangsters', 'klimagangstern', 'klimagangster']",person,"['ein Krimineller, der Mitglied einer Bande ist']",['verbrecher'],,,Counter({'Christian Möser': 1}),,,[],,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],negativ,der,"Klimagangster, der
Der Begriff ""Klimagangster"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimagangster"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Christian Möser.

Siehe auch: Klimaverbrecher"
61,klimagarde,garde,garde,f,"['klimagarden', 'klimagarde']",group,[],[],,,"Counter({'Barbara Hendricks': 3, 'Bärbel Höhn': 1, 'Jörg Kachelmann': 1, 'Frank-Walter Steinmeier': 1})","Counter({'EIKE': 3, 'Greenpeace': 1, 'RWE': 1, 'Europäische Parlament': 1, 'WIKIPEDIA': 1})",,"['jung', 'aktiv', 'jung', 'jung']",,0.0,,Fremdzuschreibung,0,3,0.0,0.0300764987421918,[],"['jung', 'Weltrettungsbibel']",neutral,die,"Klimagarde, die
Der Begriff ""Klimagarde"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimagarde"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Wörter wie 'jung' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barbara Hendricks und Bärbel Höhn. Im Kontext von ""Klimagarde"" erfolgt die Nennung folgender Organisation(en): EIKE, Greenpeace (Skeptiker Korpus).

Kollokationen: 'jung', 'Weltrettungsbibel' (Skeptiker Korpus) "
62,klimagau,gau,gau,m,"['klimagauen', 'klimagaues', 'klimagaus', 'klimagau', 'klimagaue']",abstraction,"['eine solide Niederlage', None, None]",[],Counter({'Greta Thunberg': 1}),Counter({'Europäischen Rat': 1}),,,['final'],['weltweit'],0.0,0.0,,,3,1,0.0159028307170063,0.0,[],[],negativ,der,"Klimagau, der
Der Begriff ""Klimagau"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 3 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.02 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Greta Thunberg. Im Kontext von ""Klimagau"" erfolgt die Nennung folgender Organisation(en): Europäischen Rat (Vertreter Korpus)."
63,klimagefahr,gefahr,gefahr,f,"['klimagefahr', 'klimagefahren']",abstraction,"['etwas, das eine Quelle der Gefahr ist']",[],,,"Counter({'Maybritt Illner': 1, 'Svenja Schulze': 1})","Counter({'University of California': 1, 'SPIEGEL': 1, 'IPCC': 1, 'BUND': 1, 'NABU': 1, 'DUH': 1, 'EU': 1})",['plötzlich'],"['existenziell', 'angeblich', 'neu', 'wirklich']",0.0,0.0,,,2,9,0.0082929243285437,0.109408804157064,[],"['verschwinden', 'simuliert']",negativ,die,"Klimagefahr, die
Der Begriff ""Klimagefahr"" wird in unserem Korpus 9 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.11 für die Skeptiker und 0.01 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Maybritt Illner und Svenja Schulze. Im Kontext von ""Klimagefahr"" erfolgt die Nennung folgender Organisation(en): University of California, SPIEGEL (Skeptiker Korpus).

Kollokationen: 'simuliert', 'verschwinden' (Skeptiker Korpus) "
64,klimagefasel,gefasel,gefasel,n,"['klimagefasel', 'klimagefasels']",abstraction,"['törichtes Kauderwelsch', 'unsinniges Gerede oder Schreiben']","['blödsinn', 'käse', 'quatsch', 'unfug', 'unsinn']",,,Counter({'Donald Trump': 1}),,,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,das,"Klimagefasel, das
Der Begriff ""Klimagefasel"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump.

Siehe auch: Klimaquatsch, Klimablödsinn, Klimakäse, Klimaunsinn, Klimaunfug"
65,klimagerechtigkeit,gerechtigkeit,gerechtigkeit,f,"['klimagerechtigkeit', 'klimagerechtigkeiten']",abstraction,['gerecht oder fair zu sein'],"['gerechtigkeit', 'ungerechtigkeit']","Counter({'Greta Thunberg': 7, 'Olaf Scholz': 6, 'Angela Merkel': 6, 'Joe Biden': 6, 'Mitzi Jonelle Tan': 5, 'Kenneth Richard': 4, 'Sina Reisch': 3, 'Hilda Nakabye': 3, 'Eckart von Hirschhausen': 3, 'Christian Stöcker': 3, 'Jördis Thümmler': 3, 'Ella Kissi-Debrah': 3, 'Yannick Passeick': 3, 'Detlef Laußmann': 2, 'Vanessa Nakate': 2, 'Georg Flyod': 2, 'Jair Bolsonaro': 2, 'Kathrin Henneberger': 2, 'Janusz Wojciechowski': 2, 'Ursula von der Leyen': 2, 'Lena MeyerLandrut': 2, 'Erik Marquart': 2, 'Katja Riemann': 2, 'Roland Meister': 2, 'Dalila Nouame': 2, 'Helena Marschall': 2, 'Annika Kruse': 2, 'Said Nesar Hashemi': 2, 'Kaloyan Velkov': 2, 'Sedat Gürbüz': 2, 'Hamza Kurtović': 2, 'Gökhan Gültekin': 2, 'Ferhat Unvar': 2, 'Fatih Saraçoğlu': 2, 'Françoise Vergès': 2, 'Svenja Schulze': 1, 'Marie Klee': 1, 'Luisa Neubauer': 1, 'Adélaïde Charlier': 1, 'Frank Plasberg': 1, 'Holger Bär': 1, 'Niels Ehlers': 1, 'Kai Bergmann': 1, 'Simon Sutterlütti': 1, 'Bernd Fiedler': 1, 'Sylvia Hartmann': 1, 'Tedros Adhanom Ghebreyesus': 1, 'Stella Kyriakides': 1, 'Howey Ou': 1, 'Marlene Moses': 1, 'Friedrich Merz': 1, 'Armin Laschet': 1, 'Norbert Röttgen': 1, 'Isabelle Axelsson': 1, 'Joschua Elbing': 1, 'Sarah Bauer': 1, 'Paula Stoffels': 1, 'Ann Pettifor': 1, 'Inga Thao My Bui': 1, 'Fabian Schäfer': 1, 'Disha Ravi': 1, 'Axel Fischer': 1, 'Karin Strenz': 1, 'Asuka Kähler': 1, 'Christina Schliesky': 1, 'Axel Strutz': 1, 'Alexej Nawalny': 1, 'Christiane Averbeck': 1, 'Nicolas Hulo': 1, 'Wolfgang Schäuble': 1, 'Nicholas Stern': 1, 'Pauline Brünger': 1, 'Quang Paasch': 1, 'Catarina Mota': 1, 'Donald Trump': 1, 'Daniela Gottschlich': 1, 'Raimond Lüppken': 1, 'Michael Hebeisen': 1, 'Katrina Mc Kee': 1, 'Helene Helix Heyer': 1, 'Hermann von Wissmann': 1, 'Paul Crutzen': 1, 'Alex Lubin': 1, 'Nene Opoku': 1, 'Gaye Theresa Johnson': 1, 'Marion Andert': 1, 'Viola Nordsieck': 1, 'Adelheid Biesecker': 1, 'Marius Hasenheit': 1, 'Klara Kauhausen': 1, 'Henning Flad': 1})","Counter({'FFF': 59, 'EU': 15, 'Bundestag': 9, 'Gewerkschaft ver.di': 8, 'Students for Future': 7, 'Public Climate School': 6, 'BUNDjugend': 5, 'MatterBewegung': 4, 'DIE WELT': 4, 'YouTube Aktuelles': 4, 'Der Spiegel': 4, 'Climate and Gender Justice': 4, 'Environmental Protection Agency': 3, 'SPD': 3, 'Lufthansa': 3, 'PCS': 3, 'Weltgesundheitsorganisation': 3, 'CSU': 3, 'RWE': 3, 'MAPA': 3, 'Spiegel': 3, 'FARN': 3, 'Evangelische Schule Berlin': 2, 'Parents for Future': 2, 'Europäischen Union': 2, 'CDU': 2, 'ETS': 2, 'Institut für ökologische Wirtschaftsforschung': 2, 'GAP': 2, 'Deutscher Fachverband für Agroforstwirtschaft': 2, 'Weltbank': 2, 'WMO': 2, 'Commerzbank': 2, 'PM': 2, 'BUND': 2, 'Wuppertal Institut': 2, 'XR Trier': 2, 'XR Darmstadt': 2, 'XR Thüringen': 2, 'XR Göttingen': 2, 'XR Freiburg': 2, 'XR Bremen': 2, 'XR Magdeburg': 2, 'XR Heidelberg': 2, 'XR HamburgWest': 2, 'Antirassitische Gruppe': 2, 'XR Potsdam': 2, 'XR Zwickau': 2, 'XR Dresden': 2, 'ZDF': 2, 'Stiftung Klima- und Umweltschutz': 2, 'DIW': 2, 'AFD': 2, 'Rosa Luxemburg Stiftung': 2, 'Fachstelle Radikalisierungsprävention': 2, 'ABC': 1, 'Hinterland of Things': 1, 'PAB': 1, 'Ministerin für Naturschutz und Umwelt': 1, 'ravensburg': 1, 'ARD': 1, 'AdaniKohlemine': 1, 'Siemens': 1, 'MigrantifaGruppen': 1, 'Migrantifa for Future': 1, 'HeidelbergCement': 1, 'Paritätischen Gesamtverband': 1, 'schwedischen Parlament': 1, 'KNOe Grüner': 1, 'Kapitalistischer Wachstunszwang': 1, 'NFF': 1, 'P4F': 1, 'Europäische Union': 1, 'Rotes Kreuz': 1, 'PlantforthePlanet Foundation': 1, 'GLS Bank': 1, 'Organisation Care': 1, 'Essen': 1, 'Deutschland international': 1, 'BDI': 1, 'Initiative Neue Soziale Marktwirtschaft': 1, 'INSM': 1, 'Instituts der deutsche Wirtschaft': 1, 'IW': 1, 'BDA': 1, 'Greenpeace': 1, 'Shell': 1, 'OMV': 1, 'Union': 1, 'GermanZero': 1, 'Bund für Umwelt und Naturschutz': 1, 'DUH': 1, 'Deutsche Umwelthilfe': 1, 'Teachers for Future': 1, 'Entrepreneurs for Future': 1, 'Europäische Parlament': 1, 'Europäische Rat': 1, 'BNE': 1, 'MigrantifaBewegung': 1, 'Internationale Strafgerichtshof': 1, 'Spiegel Online': 1, 'Hamburg for Future': 1, 'Or': 1, 'Umweltinstitut München': 1, 'Scientists For Future': 1, 'Bundesministerium für Wirtschaft und Energie': 1, 'FDP': 1, 'Linke': 1, 'Die Grünen': 1, 'People For Future Weilburg': 1, 'Demokratische Partei': 1, 'KlimaAllianz Deutschland': 1, 'Wuppertal Institutes': 1, 'SachsenAnhalt': 1, 'Umweltminister': 1, 'belgische Universität Mons': 1, 'Jugendorganisation der Grünen': 1, 'Gazprom': 1, 'Stiftung Urgenda': 1, 'Europäischen Gerichtshof': 1, 'LNG': 1, 'Grafik AG': 1, 'Kampagnen AG': 1, 'EVPFraktion': 1, 'Radikalisierungsprävention in Deutschland': 1, 'Universität Bielefeld': 1, 'Institut für interdisziplinäre Konflikt- und Gewaltforschung': 1, 'IKG': 1, 'BUKO': 1, 'jugendschutz.net': 1, 'Ecological Perspectives for Science & Society': 1, 'www.zdf.de': 1, 'GAIA': 1, 'GMF': 1, 'TU Berlin': 1, 'Fridays for Hubraum': 1, 'Naturfreunde': 1, 'Naturfreundejugend Deutschlands': 1, 'DegrowthBewegung': 1, 'Degrowth': 1, 'Bundesarbeitsgemeinschaft Kirche': 1, 'Hochschule für nachhaltige Entwicklung Eberswalde': 1, 'HNEE': 1, 'Initiative Reclaim The Forest': 1})","Counter({'Barbara Hendricks': 2, 'Wolfgang Thüne': 2, 'Hanna Thiele': 1, 'Horst-Joachim Lüdecke': 1, 'Claudia Kemfert': 1, 'Anton Hofreiter': 1, 'Karl Marx': 1, 'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1})","Counter({'Die Grünen': 2, 'EU': 2, 'katholische Kirche': 2, 'NATO': 1, 'DPG': 1, 'FDP': 1, 'Europäischen Union': 1, 'Bundestag': 1, 'katholischen Kirche': 1})","['letzter', 'mehr', 'jetzt', 'zwar', 'unbequem', 'jetzt', 'klassizistisch', 'laut', 'global', 'solidarisch', 'mehr', 'vieler', 'weltweit', 'mehr', 'global', 'international', 'anderswo', 'effektiv', 'effektiv', 'effektiv', 'global', 'mehr', 'laut', 'echt', 'kein', 'technisch', 'jetzt', 'international', 'global', 'mehr', 'alt',  'global', 'echt', 'effektiv', 'Jetzt', 'umfassend', 'global', 'wirklich', 'antifaschistisch', 'global', 'regional', 'global', 'menschenrechtlich', 'global']","['global', 'global', 'mehr', 'mehr', 'mehr', 'kein', 'global']",0.0,0.4,,,280,16,1.0,0.195064067345776,"['bedeuten', 'fordern', 'gehen', 'einsetzen', 'Kampf', 'global', 'rechter', 'Forderung', 'Bewegung', 'Einhaltung']","['mehr', 'global', 'aufgreifen']",neutral,die,"Klimagerechtigkeit, die
Der Begriff ""Klimagerechtigkeit"" wird in unserem Korpus 16 Mal von den Klimaforschungsskeptikern und 280 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.2 für die Skeptiker und 1.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Subdiskurs der Klimaforschungsvertreter wird der Begriff von Wörtern wie 'global' und 'mehr' modifiziert. Wörter wie 'global' und 'mehr' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barbara Hendricks und Wolfgang Thüne und der Vertreter Korpus die Person(en) Greta Thunberg und Olaf Scholz. Im Kontext von ""Klimagerechtigkeit"" erfolgt die Nennung folgender Organisation(en): Die Grünen, EU (Skeptiker Korpus) und FFF, EU (Vertreter Korpus).

Kollokationen: 'global', 'mehr' (Skeptiker Korpus) und 'rechter', 'Einhaltung' (Vertreter Korpus)

Siehe auch: Klimaungerechtigkeit"
66,klimageschrei,geschrei,geschrei,n,"['klimageschreis', 'klimageschrei']",action,"['ein lautes, raues oder schrilles Geräusch']","['geschrei', 'aufschrei']",,,,Counter({'Siemens': 1}),,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,das,"Klimageschrei, das
Der Begriff ""Klimageschrei"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimageschrei"" erfolgt die Nennung folgender Organisation(en): Siemens (Skeptiker Korpus).

Siehe auch: Klimaaufschrei"
