"docname","from","to","pre","keyword","post","pattern"
"eike_10957.txt",93,93,"November hatte die Mehrheit der Staaten , die für mehr als Prozent aller globalen Emissionen verantwortlich sind , das Abkommen ratifiziert . Damit trat das weltweit erste verbindliche Klimaabkommen in Kraft . Die deutsche Bundesumweltministerin Barbara Hendricks nannte es » ein Grundgesetz für den internationalen Klimaschutz « . Wenige Tage später unterstrichen die versammelten Vereinten Nationen auf der COP22 in Marrakesch die Dringlichkeit der Klimaschutzmaßnahmen : » Unser Klima erwärmt sich mit alarmierender und präzedenzloser Geschwindigkeit , und wir haben die dringende Pflicht , darauf zu reagieren . [ … ] Wir fordern höchstes politisches Engagement in der Bekämpfung des Klimawandels , einer Angelegenheit von dringender Priorität « , heißt es im Aktionsplan Eine solche Einleitung muss man erst einmal „ verdauen "" .","Sie erinnert nicht mehr an Wissenschaft , sondern an das , was hyperaktive Klimaaktivisten an ungeprüften und oft falsch interpretierten Statements bekanntermaßen liefern : EIKE : Der Krieg des Klimas gegen die Menschheit Über den weltweit bekanntesten Klimaaktivisten Bill McKibben Jedenfalls ist damit klar , warum in ihrem Blog eine vorwiegend nach Ausbildung in Aktivismus ausgesuchte Mannschaft praktisch alles , was alarmistisch ist veröffentlichen darf ( und soll ) .","Was sagt die Presse dazu Die Frankfurter Rundschau brachte in ihrer Wochenendausgabe , . / . APRIL , . MAI einen langen Artikel ( anbei stark gekürzte Auszüge ) : FN : „ Es herrscht Krieg um Energie "" Die Berliner Forscherin Claudia Kemfert über die Macht des fossilen Imperiums , postfaktischen Irrsinn und die ToDoListe der Regierung Claudia Kemfert ist streitbar . Die Berliner Energieforscherin sieht die Energiewende in Gefahr - und benutzt drastische Worte , um den Rollback zu beschreiben .","klimaaktivist"
"eike_10877.txt",32,32,"Man wusste , dass der Produktionsbetrieb dringend hätte modernisiert werden müssen , Filter eingebaut und so weiter . Diese Dinge mussten jedoch streng unter Verschluss gehalten werden und durften aus politischen Gründen auf keinen Fall an die Öffentlichkeit gelangen . Es war ein Teufelskreis , der nur mit einem Eklat enden konnte . Nach dem Fall der Mauer und dem Ende des realen Sozialismus in Europa gingen die umweltschädlichen Emissionen rasch auf ein in den kapitalistischen Staaten übliches Maß zurück . Die Einführung kapitalistischer Produktionsmethoden hatte also keine Verschlechterung , sondern genau umgekehrt eine signifikante Verbesserung der Umweltbilanz zur Folge .","Spricht man Klimaaktivisten darauf an , erhält man gewöhnlich zur Antwort , der reale Sozialismus des früheren Ostblocks sei kein „ wahrer Sozialismus "" gewesen .","In einem solchen verhalte es sich nämlich ganz anders . Diese Argumentation hat Tradition . Sie erinnert verblüffend an die Auskunft , die man früher erhielt , wenn man darauf hinwies , dass es den Arbeitern im sozialistischen Arbeiterparadies um vieles schlechter gehe als ihren ausgebeuteten Kollegen im kapitalistischen Westen , und zwar so sehr , dass sie nur durch Mauer und Stacheldraht am Weglaufen gehindert werden konnten . Auch hier hieß es , dass dies eben kein „ wahrer Sozialismus "" sei ; man müsse es besser machen . Wenn der Sozialismus erst richtig verwirklicht sei - und zwar weltweit , sonst könne er sich nicht zu voller Blüte entfalten - , verhalte sich alles genau umgekehrt .","klimaaktivist"
"eike_10877.txt",64,64,"Solche Maßnahmen sind aber eben das , was die drohende Zukunft verlangt und immer mehr verlangen wird . Soweit also handelt es sich um die Regierungsvorteile einer jeden Tyrannis , die in unserem Zusammenhang eben eine wohlwollende , wohlinformierte und von der richtigen Erkenntnis beseelte Tyrannis sein muß . "" Was hier nur in Gedanken konzipiert wurde , soll heute real durchgezogen werden . Hysterisierte Massen , von gleichgerichteten Medien ideologisch aufgeladen und von der Dringlichkeit ihrer Mission überzeugt , fordern „ CO2Steuern "" und andere planwirtschaftliche Maßnahmen , um die Welt im letzten Moment doch noch zu retten . Demokratie und Rechtsstaatlichkeit sind für die Klimabewegten nur etwas für Schönwetterzeiten , in Krisenzeiten jedoch sind sie nicht hilfreich .","Deshalb wird jede Opposition gegen die von den Klimaaktivisten errichtete Meinungsfront diabolisiert .","Bis zu welchen Höhen sich der Hass gegen Andersdenkende aufschaukeln kann , hat vor wenigen Jahren ein Grazer Hochschullehrer demonstriert , der für „ Klimaleugner "" allen Ernstes öffentlich die Todesstrafe gefordert hat . Diese sei „ eine angemessene Sanktion für einflussreiche Klimaleugner "" . ( „ I am going to suggest that the death penalty is an appropriate punishment for influential Global Warming deniers . "" ) Obwohl er , wie er sagte , an sich ein Gegner der Todesstrafe sei , gehe es hier doch um eine andere Kategorie , nämlich nicht darum , Vergeltung für ein in der Vergangenheit liegendes Delikt zu üben , sondern um ein künftiges Übel , nämlich Millionen , wenn nicht Milliarden von Klimatoten vorausschauend zu verhindern . Das sei lebenserhaltend und verdiene daher eine andere Beurteilung . ( „ … to achieve that goal I think it is justified for a view heads to roll .","klimaaktivist"
"eike_06561.txt",6,6,"Keine CO2Steuer ! von Rüdiger Rauls und Egon Heinz Die Diskussion um den Klimawandel erhitzt die Gemüter . Dabei bleibt die Sachlichkeit oft auf der Strecke . Greta Thunberg und ihre Anhänger wollen uns nach ihren eigenen Worten „ in Panik versetzen "" . Nun ist aber Panik ein schlechter Berater , wenn Maßnahmen zum Schutz der Umwelt beschlossen werden , die nicht nur erhebliche Summen verschlingen , sondern vielleicht unnötige Opfer von den Menschen verlangen .","So ist es erst wenige Jahre her , dass KlimaAktivisten forderten , fossile Treibstoffe durch klimaneutrale aus Pflanzen zu ersetzen .","Die Folge waren ein starker Anstieg der Lebensmittelpreise besonders in der Dritten Welt und das Abholzen von Regelwald zum Anlegen von ÖlfruchtPlantagen . Die entstandenen Monokulturen führten zu Artensterben und laugten die Böden aus . Aber davon spricht kein KlimaSchützer mehr und schon gar nicht wollen sie daran heute erinnert werden , welcher Schaden in der Dritten Welt durch vorschnelles Handeln angerichtet wurde . Der Schutz der Umwelt liegt jedem am Herzen , nicht nur UmweltAktivisten . Deshalb fordern wir von der Politik wohl überlegte und vernünftige Schutzmaßnahmen statt Schnellschüssen , die nur zu Lasten von Umwelt und Bürger gehen .","klimaaktivist"
"eike_06561.txt",19,19,"Über Sinn und Unsinn einer solchen Steuer wird schon gar nicht mehr diskutiert . Aber was hat es auf sich mit diesem CO2 , dessen Anstieg nach den Worten der UmweltAktivisten das Leben auf unserem Planeten bedroht . Aus der Panik , die verbreitet wird , könnte man schließen , dass er einen gewaltigen Anteil an unserer Atemluft ausmacht . In Wirklichkeit beträgt er aber nur % . Wussten SIE das ?","Das wissen viele der KlimaAktivisten selbst nicht , wenn sie darauf angesprochen werden .","Die wenigen , die es wissen , verweisen dann auf den Anstieg der CO2Emissionen seit dem Beginn der Industrialisierung . Sie schließen daraus , dass dieser Anstieg nur menschengemacht sein könne . ( Das soll hier nicht bestritten werden , wenn es denn auf wissenschaftlichen Erkenntnissen beruht statt auf Annahmen und Vermutungen . ) Innerhalb von ca . Jahren stieg demnach der CO2Anteil der Luft von % auf heute % .","klimaaktivist"
"eike_06561.txt",26,26,"Sie schließen daraus , dass dieser Anstieg nur menschengemacht sein könne . ( Das soll hier nicht bestritten werden , wenn es denn auf wissenschaftlichen Erkenntnissen beruht statt auf Annahmen und Vermutungen . ) Innerhalb von ca . Jahren stieg demnach der CO2Anteil der Luft von % auf heute % . Das sind % in fast Jahren .","Das halten KlimaAktivisten für viel und sehen darin eine Bedrohung .","Frage an SIE : „ Würden Sie einen Lohnanstieg von % in Jahren auch für „ viel "" halten ? "" Sie sehen : „ Viel "" ist ein sehr dehnbarer Begriff und nicht zu trennen von der Sichtweise des Betrachters und seinen Interessen . Denn bei einer Veränderung von % auf % innerhalb von Jahren könnte man genau so gut von konstanten Werten sprechen , zumal wenn man bedenkt , dass Temperaturen und die Zusammensetzung der Atmosphäre immer Schwankungen unterlegen haben . Hinzu kommt , dass die Natur selbst durch die Pflanzen CO2 produziert . Andererseits aber brauchen Pflanzen zu ihrem Wachstum auch CO2 .","klimaaktivist"
"eike_06561.txt",35,35,"Hinzu kommt , dass die Natur selbst durch die Pflanzen CO2 produziert . Andererseits aber brauchen Pflanzen zu ihrem Wachstum auch CO2 . Sie nehmen es in der Photosynthese auf und wandeln es um in Sauerstoff . Ohne CO2 gibt es keine Photosynthese und folglich keine Pflanzen , d . h . es ist lebensnotwendig . Indem die Pflanzen tagsüber CO2 verbrauchen und nachts wieder abgeben , regulieren sie dessen Anteil in der Luft .","Das müssten eigentlich auch die KlimaAktivisten wissen , wenn sie im BiologieUnterricht aufgepasst haben .","Die wenigen , die diese Fakten kennen , verweisen dann aber auf das so genannte menschengemachte CO2 . Was schätzen SIE , wie hoch der Anteil des Menschen an dessen Produktion ist ? Die Natur selbst verursacht % , der Mensch nur % . Damit beträgt der Anteil des menschengemachten CO2 der Luft % von % . Das sind % .","klimaaktivist"
"eike_06561.txt",50,50,"Erstens kennen viele Menschen diese Zahlen nicht , weil die Diskussion um das Klima nicht bestimmt ist von Sachlichkeit sondern von Stimmungsmache und Manipulation . Dadurch wird ein Klima der Bevormundung und des Vorwurfs in der Gesellschaft geschaffen . Menschen werfen sich gegenseitig klimaschädliches Konsumverhalten vor . Jeder versucht , dem anderen Vorschriften zu machen : Man soll kein Fleisch mehr essen , nicht mehr mit dem Auto fahren , nicht mehr fliegen , Kreuzfahrten meiden , weniger Kleidung kaufen , weniger grillen . All diese Appelle betreffen in erster Linie die Lebensgestaltung und Lebensführung der so genannten kleinen Leute .","Man greift also vonseiten der KlimaAktivisten nicht die Produzenten an sondern die Konsumenten .","Aber diese können ja letztlich nur das kaufen , was die Produzenten anbieten , und was der Geldbeutel hergibt . Man meidet den Konflikt mit den Mächtigen , auch wenn einige Aktivisten vorgeben , gegen das System zu sein . Stattdessen greift man die „ kleinen "" Leute an , macht ihnen Vorwürfe und Schuldgefühle . Erhöhte Flugpreise werden es manchem Arbeitnehmer nicht mehr erlauben , mit seiner Familie in Urlaub zu fliegen . Die Flüge der Unternehmensvertreter werden dadurch aber nicht weniger werden .","klimaaktivist"
"eike_06561.txt",57,57,"Man meidet den Konflikt mit den Mächtigen , auch wenn einige Aktivisten vorgeben , gegen das System zu sein . Stattdessen greift man die „ kleinen "" Leute an , macht ihnen Vorwürfe und Schuldgefühle . Erhöhte Flugpreise werden es manchem Arbeitnehmer nicht mehr erlauben , mit seiner Familie in Urlaub zu fliegen . Die Flüge der Unternehmensvertreter werden dadurch aber nicht weniger werden . Sie schlagen die Mehrkosten auf die Preise drauf .","Zweitens setzen die Forderungen der KlimaAktivisten sich nicht wegen der besseren Argumente durch , sondern weil sie öffentlich mehr Druck ausüben .","Sie organisieren sich , handeln organisiert und setzen sich mit Demonstrationen und Veranstaltungen für ihre Belange ein . Besonders Fridays for Future ( FfF ) setzt die Politik unter Druck und treibt die Politiker mit ihren Forderungen vor sich her . Die Regierungsparteien stehen dieser Entwicklung hilflos gegenüber . Statt für Sachlichkeit und Besonnenheit zu sorgen , versuchen sie , die KlimaAktivisten auf dem Grünstreifen zu überholen mit voreiligen Beschlüssen wie einer CO2Steuer . Sie haben keinen eigenen Standpunkt zu dem Thema mehr .","klimaaktivist"
"eike_06561.txt",61,61,"Sie schlagen die Mehrkosten auf die Preise drauf . Zweitens setzen die Forderungen der KlimaAktivisten sich nicht wegen der besseren Argumente durch , sondern weil sie öffentlich mehr Druck ausüben . Sie organisieren sich , handeln organisiert und setzen sich mit Demonstrationen und Veranstaltungen für ihre Belange ein . Besonders Fridays for Future ( FfF ) setzt die Politik unter Druck und treibt die Politiker mit ihren Forderungen vor sich her . Die Regierungsparteien stehen dieser Entwicklung hilflos gegenüber .","Statt für Sachlichkeit und Besonnenheit zu sorgen , versuchen sie , die KlimaAktivisten auf dem Grünstreifen zu überholen mit voreiligen Beschlüssen wie einer CO2Steuer .","Sie haben keinen eigenen Standpunkt zu dem Thema mehr . Es ist FfF nicht zu verdenken , dass sie sich für ihre Interessen einsetzen . Es ist auch das Vorrecht der Jugend , aus der sich FfF überwiegend zusammensetzt , ungeduldig und fordernd zu sein . So war Jugend immer , wenn auch die Themen andere waren . Es geht um die Abgrenzung von der älteren Generation und die Entwicklung eigener Lebenspläne und Wertvorstellungen .","klimaaktivist"
