"docname","from","to","pre","keyword","post","pattern"
"fff_de_00175.txt",1,1,"","Die Klimaaktivistinnen Adélaïde Charlier ( Belgien ) , Anuna De Wever ( Belgien ) , Luisa Neubauer ( Deutschland ) und Greta Thunberg ( Schweden ) werden am Mittwoch , .","November , ein OnlineTreffen mit ( Kommisions- ) Vizepräsident Frans Timmermans abhalten , um die Kommission aufzufordern , den aktuellen GAPVorschlag zurückzuziehen . Dieser würde die Ziele des Pariser Abkommens und des Green Deals der EU untergraben , so die Aktivistinnen . Herr Timmermans teilte erst kürzlich mit , er sei von der laufenden Verhandlung über die Gemeinsamen Agrarpolitik ( GAP ) enttäuscht . Die Kommission könne diesen jedoch nach wie vor zurückziehen , so dieser . Andere Mitglieder der Kommission schlossen dies hingegen aus .","klimaaktivist"
"fff_de_00175.txt",11,11,"Andere Mitglieder der Kommission schlossen dies hingegen aus . „ Frans Timmermans hat die letzte Woche klar gemacht , dass er einen wirklichen Systemwechsel in der Landwirtschaft und damit auch seinen Green Deal nicht aufgegeben hat . Jetzt liegt es in seiner Verantwortung diesen Worten auch Taten folgen zu lassen . Auch Kommissionspräsidentin Ursula von der Leyen muss anerkennen , dass der aktuelle Entwurf völlig rückwärtsgewandt ist und die Klimaziele der EU krachend verfehlt . Gemeinsam müssen sie den Vorschlag zurückziehen "" , fordert Tilman von Samson , Aktivist bei Fridays for Future .","Nach dem Gespräch werden die Klimaaktivistinnen am Mittwoch um Uhr MEZ eine OnlinePressekonferenz abhalten , um über die GAPReform und das Treffen mit Herrn Timmermans zu sprechen .","Eine Petition von Fridays for Future Aktivist * innen aus über Ländern weltweit , welche die Kommission auffordert , ihren Vorschlag zurückzuziehen , unterzeichneten bereits knapp Menschen . Schon im März drängten mehr als Wissenschaftler * innen die Kommission , den Vorschlag zu überarbeiten , da dieser den Herausforderungen in der Bewältigung der Klima- und Biodiversitätskrise nicht gerecht würde und so die Zukunft der ernährungssichernden Landwirtschaft gefährden würde . Julia Thöring , Aktivistin bei Fridays for Future kritisiert außerdem : „ Während hinter verschlossenen Türen über die Agrarpolitik für die kommenden Jahre verhandelt wird , fehlen die Stimmen der zukünftigen Generationen und der Landwirt * innen im Diskurs . Eine klimagerechte Agrarwende geht nur gemeinsam . Viele Landwirt * innen sind der Politik schon weit voraus und tragen zum Umwelt- und Klimaschutz bei .","klimaaktivist"
"fff_de_00468.txt",1,1,"","Deutsch ( Übersetzung ) Ich bin Howey , ich bin Jahre alt und Klimaaktivistin aus Guilin , China .","Ich organisiere den Klimastreik in China jetzt seit mehr als Monaten , streike jeden Freitag durch Straßenaktivismus , pflanze Bäume und organisiere OfflineAktivistenTreffen . In meinem täglichen Leben muss ich bei Gesprächen und dem Teilen meiner Geschichten vorsichtig sein , weil ich schon so viele schmerzhafte InternetAngriffe erleben musste . Es ist wirklich nicht leicht Aktivistin zu sein , aber ich muss es tun , weil ich es nicht ertragen kann , dass noch mehr arme Menschen unter den Folgen leiden , zu denen jede * r beigetragen hat . Aber zu meiner Überraschung sind die Menschen , die ich kennengelernt habe , von mir inspiriert und ermutigen mich , dafür bin ich dankbar . Die Erfahrung , eine Klimaaktivistin zu sein , gibt mir eine andere Denkweise als die der Menschen um mich herum , ich kann mich nicht einfach zu anderen Menschen gesellen , ich fühle mich irgendwie isoliert .","klimaaktivist"
"fff_de_00468.txt",6,6,"Deutsch ( Übersetzung ) Ich bin Howey , ich bin Jahre alt und Klimaaktivistin aus Guilin , China . Ich organisiere den Klimastreik in China jetzt seit mehr als Monaten , streike jeden Freitag durch Straßenaktivismus , pflanze Bäume und organisiere OfflineAktivistenTreffen . In meinem täglichen Leben muss ich bei Gesprächen und dem Teilen meiner Geschichten vorsichtig sein , weil ich schon so viele schmerzhafte InternetAngriffe erleben musste . Es ist wirklich nicht leicht Aktivistin zu sein , aber ich muss es tun , weil ich es nicht ertragen kann , dass noch mehr arme Menschen unter den Folgen leiden , zu denen jede * r beigetragen hat . Aber zu meiner Überraschung sind die Menschen , die ich kennengelernt habe , von mir inspiriert und ermutigen mich , dafür bin ich dankbar .","Die Erfahrung , eine Klimaaktivistin zu sein , gibt mir eine andere Denkweise als die der Menschen um mich herum , ich kann mich nicht einfach zu anderen Menschen gesellen , ich fühle mich irgendwie isoliert .","Aber ich nutze Wege , die die Menschen verstehen , um sie wissen zu lassen , was vor sich geht , indem ich ihnen Fakten und Wissenschaft nahelege . Nicht zuletzt müssen wir auch uns selbst ermutigen , nicht nur so weiterzumachen , sondern auch zu versuchen , es zu einer coolen und aufregenden Sache zu machen , Klimaaktivist * in zu sein ! English ( Original ) I am Howey , I am year old climate activist . I am from Guilin , China . I have been organizing the climatestrike in China for more than months now , I strike every Friday through street activism , planting trees as well as organizing offline activists meeting .","klimaaktivist"
"fff_de_00468.txt",8,8,"In meinem täglichen Leben muss ich bei Gesprächen und dem Teilen meiner Geschichten vorsichtig sein , weil ich schon so viele schmerzhafte InternetAngriffe erleben musste . Es ist wirklich nicht leicht Aktivistin zu sein , aber ich muss es tun , weil ich es nicht ertragen kann , dass noch mehr arme Menschen unter den Folgen leiden , zu denen jede * r beigetragen hat . Aber zu meiner Überraschung sind die Menschen , die ich kennengelernt habe , von mir inspiriert und ermutigen mich , dafür bin ich dankbar . Die Erfahrung , eine Klimaaktivistin zu sein , gibt mir eine andere Denkweise als die der Menschen um mich herum , ich kann mich nicht einfach zu anderen Menschen gesellen , ich fühle mich irgendwie isoliert . Aber ich nutze Wege , die die Menschen verstehen , um sie wissen zu lassen , was vor sich geht , indem ich ihnen Fakten und Wissenschaft nahelege .","Nicht zuletzt müssen wir auch uns selbst ermutigen , nicht nur so weiterzumachen , sondern auch zu versuchen , es zu einer coolen und aufregenden Sache zu machen , Klimaaktivist * in zu sein !","English ( Original ) I am Howey , I am year old climate activist . I am from Guilin , China . I have been organizing the climatestrike in China for more than months now , I strike every Friday through street activism , planting trees as well as organizing offline activists meeting . In my daily life , I have to make interactions and share my stories carefully because i've received so many painful internet attacks . It's really not easy to be an activist , but I have to because I can't bear for more poor people to suffer because of consequences everybody has contributed to .","klimaaktivist"
"fff_de_00187.txt",11,11,"Nicht mal eine Woche , dann fluten wir wieder die Straßen . Kreativ und coronakonform machen wir zum siebten Mal auf die katastrophalen Folgen der Krise aufmerksam und sagen : so kann es nicht weitergehen . Am . sagen wir : no more empty promises - keine leeren Versprechen mehr . … International sind wir stark ! weiterlesen Am . gehen wir weltweit auf die Straße , um für Klimaschutz zu streiken .","Egal ob jung oder alt , klein oder groß , berufstätig , noch in der Ausbildung , arbeitslos oder in Rente , ob Veganer * in oder Fleischesser * in , bereits überzeugte * r Klimaaktivist * in oder zum ersten Mal auf einer Demo dabei - wir alle sind gefragt .","Denn es geht um die … Tage bis zum globalen Klimastreik #KeinGradWeiter weiterlesen Am sind Kommunalwahlen in Deutschlands größtem Bundesland NordrheinWestfalen . Diese Wahlen sind entscheidend , denn sie bestimmen die Richtung , in die die Politik in den nächsten fünf Jahren gehen wird . In der Klimakrise können wir es uns nicht leisten , fünf weitere Jahre zu verlieren : Diese Wahlperiode ist die letzte , in der wir noch etwas nachhaltig verändern … #NRWähltKlima - LASST UNS DIE KOMMUNALWAHL ZUR KLIMAWAHL MACHEN ! weiterlesen Der Amazonas Regenwald ist eine der artenreichsten Regionen der Erde , CO2 Speicher , Sauerstoffquelle und trägt zur Stabilisierung des Weltklimas bei . Doch er brennt und es bleibt uns nicht mehr viel Zeit ihn zu bewahren .","klimaaktivist"
"fff_de_00207.txt",256,256,"Ein völlig bescheuert klingendes Szenario , aber leider ganz nah an der Realität . Was für ein Wahnsinn ! Wer weiterhin so tut , als hänge das Glück der Menschheit von Wachstum , DAX und DowJonesIndex ab , vergeht sich an unseren Nachkommen ! Der Grund ist ganz einfach : Schon aus ganz simplen mathematischen Gründen kann ‚ ewiges Wachstum ' überhaupt nicht funktionieren . Es gibt gewiss Grundschüler , denen das klar ist .","Liebe FFFKämpfer , liebe Klimaaktivisten !","Ich hatte hier schon mal einen recht langen Kommentar geschrieben , in der Hoffnung , mit Euch , oder anderen Gleichgesinnten ins Gespräch zu kommen , nun , das war dann nichts … Leider wird das hier auch nicht viel kürzer . . , hoffe aber auf Resonanz ! Ich richte mich hier natürlich primär an die Älteren von FFF , oder an andere Leser der Klimabewegung , oder den Scientists , oder an XR … Für mich ist die ökologische Katastrophe schon seit über 40J . das wichtigste gesellschaftspolitische Thema , incl . des drohenden Klimakollaps . Vorab meine Quintessenz : Wer die drohende Klimakatastrophe weitgehend abwenden will , also soweit dass die kritischen Kipppunkte zu einer neuen Heißzeit wahrscheinlich nicht ausgelöst werden , muss sich entscheiden , ob er „ nur "" Aktionen zur Beruhigung seines Gewissens betreiben will , oder es für ihn , für seine Nachfahren , dem Ökosystem als solchen nicht doch eine Frage des Überlebens ist , der nicht nur mit „ symbolischen "" , sondern auch im Sinne des wirklichen Erreichens des Überlebensziels mit wirksamen ( ! ) Schritten zu begegnen ist . Und die Frage ist dann , wie könnten diese Schritte aussehen !","klimaaktivist"
"fff_de_00291.txt",35,35,"April - : Uhr Seebrücke #leavenoonebehind - : Uhr Evelyn Bodenmeier , German Zero GermanZeros 1,5GradGesetz Freitag , . April - Talks for Future Montag , . April Dienstag , . April Mittwoch , . April - : Uhr Gotelind Alber Feminismus & Klimakrise - : Uhr Tobias Rosswog , Bund Jugend Arbeit neu denken in Bezug mit der Frage nach Zeitsouveränität Donnerstag , .","April - : Uhr Correctiv Klimaredaktion - : Uhr Anselm Schindler , Make Rojava Green Again & Lina , Defend Rojava Komitee & Beriwan , Klimaaktivistin bei FFF RojavaRevolution und Internationalismus - : Uhr Verena Bax , NABU & Gerald Kaendler , Amprion Das Übertragungsnetz in Deutschland und Europa - aktueller Stand und Zukunft Freitag , .","April Montag , . April Dienstag , . April - : Uhr Prof . DrIng . Manfred Fischedick , Wuppertal Institut Folgen der CoronaKrise und Klimaschutz Mittwoch , .","klimaaktivist"
"fff_de_00268.txt",40,40,"Um eine Wende zu erreichen , die von der Gesellschaft mitgetragen werden kann , fordern wir absolute Transparenz und faktenbasierte Aufklärung für alle Bürger * innen . Alle getroffenen Maßnahmen müssen unabhängigen wissenschaftlichen Kontrollen unterliegen , die ihre Wirksamkeit beurteilen . Vorallem junge Menschen müssen wegen ihrer besonderen Betroffenheit stärker in den demokratischen Prozess einbezogen werden . Es darf nicht die alleinige Aufgabe der Jugend sein , Verantwortung für die Priorisierung des Klimaschutzes zu übernehmen . Da die Politik diese kaum wahrnimmt , sehen wir uns gezwungen , weiter zu streiken , bis gehandelt wird !","Wir als Fridays For Future Deutschland sind eine überparteiliche Bewegung gleichgesinnter Klimaaktivist * innen und solidarisieren uns mit allen , die sich friedlich für unsere Forderungen einsetzen .","Glossar FAQ Pressekonferenz als PDF Forderungen BadenWürttemberg Forderungen Berlin Forderungen Brandenburg Forderungen Bremen Forderungen Hamburg Forderungen Sachsen Thüringen SachsenAnhalt","klimaaktivist"
"fff_de_00369.txt",3,3,"Im Klimaupdate für die Wochen vom . bis zum . April fasst Lara die wichtigsten Ereignisse zusammen und berichtet von SpähKampagnen , Kohlekonzernen und Klimazielen .","KlimaAktivist:innen ausgespäht ? !","Greenpeace und Fridays for Future Österreich werden offenbar im Auftrag des österreichischen Ölkonzern OMV von der internationalen SecurityFirma Wendland beobachtet . Die Aktivist:innen haben die Überwachung aufgedeckt , nachdem sie interne Mails zugespielt bekamen . Fridays for Future und Greenpeace Österreich fordern nun die Veröffentlichung der Verträge zwischen dem Ölkonzern OMV und Wendland , um herauszufinden , wie weit die Bespitzelung geht und eine lückenlose Aufklärung zu schaffen . OMV , dessen Hauptanteilseigner die österreichische Regierung ist , lehnt dieses bisher ab , weist die Vorwürfe zurück und will ein Gesprächsangebot an die Betroffenen machen . Unterdessen lassen sich nicht nur in Österreich Hinweise auf die Überwachung von KlimaAktivist:innen durch von OMV beauftragten Firmen finden , sondern auch in Neuseeland .","klimaaktivist"
"fff_de_00369.txt",8,8,"KlimaAktivist:innen ausgespäht ? ! Greenpeace und Fridays for Future Österreich werden offenbar im Auftrag des österreichischen Ölkonzern OMV von der internationalen SecurityFirma Wendland beobachtet . Die Aktivist:innen haben die Überwachung aufgedeckt , nachdem sie interne Mails zugespielt bekamen . Fridays for Future und Greenpeace Österreich fordern nun die Veröffentlichung der Verträge zwischen dem Ölkonzern OMV und Wendland , um herauszufinden , wie weit die Bespitzelung geht und eine lückenlose Aufklärung zu schaffen . OMV , dessen Hauptanteilseigner die österreichische Regierung ist , lehnt dieses bisher ab , weist die Vorwürfe zurück und will ein Gesprächsangebot an die Betroffenen machen .","Unterdessen lassen sich nicht nur in Österreich Hinweise auf die Überwachung von KlimaAktivist:innen durch von OMV beauftragten Firmen finden , sondern auch in Neuseeland .","Dort überwachte die private Ermittlungsfirma Thompson and Clark Umwelt- und KlimaAktivist:innen , wie School Strike Climate , im Auftrag von Gas- und Ölfirmen , inklusive OMV . Die Aktivist:innen wurden überwacht und es wurde versucht ihren Protest zu vereiteln . Frankreichs Parlament befürwortet die Einführung von Ökozid als StraftatBestand Am hat das französische Parlament einen Gesetzesvorschlag befürwortet , das den Straftatbestand „ Ökozid "" vorsieht . Demnach würde das Gesetz die ernste und anhaltende Verschmutzung von Wasser , Luft und Boden mit bis zu Jahren Haft und Bußgeldern von bis zu Mio . Euro bestrafen .","klimaaktivist"
"fff_de_00369.txt",9,9,"Greenpeace und Fridays for Future Österreich werden offenbar im Auftrag des österreichischen Ölkonzern OMV von der internationalen SecurityFirma Wendland beobachtet . Die Aktivist:innen haben die Überwachung aufgedeckt , nachdem sie interne Mails zugespielt bekamen . Fridays for Future und Greenpeace Österreich fordern nun die Veröffentlichung der Verträge zwischen dem Ölkonzern OMV und Wendland , um herauszufinden , wie weit die Bespitzelung geht und eine lückenlose Aufklärung zu schaffen . OMV , dessen Hauptanteilseigner die österreichische Regierung ist , lehnt dieses bisher ab , weist die Vorwürfe zurück und will ein Gesprächsangebot an die Betroffenen machen . Unterdessen lassen sich nicht nur in Österreich Hinweise auf die Überwachung von KlimaAktivist:innen durch von OMV beauftragten Firmen finden , sondern auch in Neuseeland .","Dort überwachte die private Ermittlungsfirma Thompson and Clark Umwelt- und KlimaAktivist:innen , wie School Strike Climate , im Auftrag von Gas- und Ölfirmen , inklusive OMV .","Die Aktivist:innen wurden überwacht und es wurde versucht ihren Protest zu vereiteln . Frankreichs Parlament befürwortet die Einführung von Ökozid als StraftatBestand Am hat das französische Parlament einen Gesetzesvorschlag befürwortet , das den Straftatbestand „ Ökozid "" vorsieht . Demnach würde das Gesetz die ernste und anhaltende Verschmutzung von Wasser , Luft und Boden mit bis zu Jahren Haft und Bußgeldern von bis zu Mio . Euro bestrafen . Dies gilt allerdings nur für Umweltvergehen innerhalb von Frankreich , nicht aber , wenn z .","klimaaktivist"
