"docname","from","to","pre","keyword","post","pattern"
"eike_03670.txt",513,513,"Während das erstere logische Konsequenz einer Wissensmehrung gegen alle (religiösen) Widerstände war und ist, daran ändert auch eine (Ihre) gekränkte menschliche Eitelkeit nichts, ist das andere nichts weiter als eine weitere Spielart im Sammelsurium religiöser Absurditäten. Die jedem gegönnt sei, der sich diesen FREIWILLIG unterwerfen möchte, solange andere nicht zwangsweise unterworfen z.B. mit der Taufe nach Geburt oder bei Nichtzutreffen vogelfrei oder staatlich reguliert („Energie- und CO2-sparen"") zu werden. Mich stört es in keiner Weise, dass Sie an Gott oder es keine Evolution gibt glauben usw. Mich stört ausschließlich, auch und gerade der dem Christentum innewohnende Missionierungseifer und Absolutheitsanspruch, bei dem der Schritt zum Gesinnungsterror und Inquisition stets nur ein kleiner war und ist. Egal, wie sich eine natürlich als universell begreifende Religion auch nennen mag.","Auch Sozialismus ist eine Religion, die von irren Idee der Gleichheit aller Menschen (über das biologische Gerüst hinaus) ausgeht und in Form der absurden Sozialen und Klimagerechtigkeit (in unserem Land) seinen Ausdruck findet.","In der Vergangenheit in der Welt bereits ganz anders. Ihr Stress scheint mir eher die, durch (zwischenzeitliche) Unvermittelbarkeit christlicher Glaubensinhalte, mit Steuergeld erpresste Protektion erfolgreich die Leere in den Köpfen der Menschen füllende Klimakirche zu sein. Da kann man (ohne Gott) wieder was glauben. Da spielen die Menschen endlich wieder eine Rolle (wenn auch als Zerstörer) nachdem seit Darwin der selbst gezimmerte Thron einsturzgefährlich wackelt und der zum Kaiser erhobene Mensch nackend ist. Und Gott irgendwie keinen rechten Platz mehr dabei hat.","klimagerechtigkeit"
"eike_08192.txt",205,205,"Zudem kann man leicht berechnen, dass CO2-Verdopplung einen Temperaturanstieg von 1°C zur Folge hat. Schwarzschild hat bereits 1906 dazu die Gleichung geliefert, die heute noch in der Fernerkunden von Spurengasen per Satelliten und Bodenstation zum Einsatz kommt. Da hat sich Shaviv leider zu weit aus dem Fenster gelehnt. Den Bundestagsabgeordneten dürfte übrigens egal sein, ob CO2-Verdopplung nun 1°C Erwärmung bringt, oder 5-6°C. Solange es sich irgendwie auf das Klima auswirkt, auch nur in Mikrodosen wird man Veranlassung zum Handeln sehen und damit Ausgaben in Billionenhöhe rechtfertigen.","Schon wegen „Klimagerechtigkeit"". folgt man Ihren Angaben, dann fand der Anstieg der CO2-Konzentration nach der Erwaermungsphase statt.","In seiner Arbeit „The phase relations among atmospheric CO2 content, temperature and global ice volume over the past 420 ka"" von 2001, fasste Manfred Muddelsee seine Ergebnisse folgendermassen zusammen: Und wenn man sich die Konzentrationsverlaeufe von CO2, CH4 und N2O in der Atmosphaere waehrend der vergangenen 2000 Jahre anschaut, wie sie im 4. Bericht der WGI zum IPCC von 2007 veranschaulicht sind (siehe https://www.ipcc.ch/publications_and_data/ar4/wg1/en/faq-2-1-figure-1.html), dann kann man erkennen, dass die Konzentrationen dieser Gase bis Ende der Kleinen Eiszeit nahezu konstant waren. Es gab allerdings zwei ausgepraegte Phasen eines Klimawandels insbesondere auf der Nordhemisphaere, naemlich die Mittelalterliche Warmzeit und die bereits erwaehnte Kleine Eiszeit. Entweder sind diese Konzentrationsverlaeufe nicht belastbar, was bedeutet, dass nur spekuliert wird. Oder es ist an der Zeit anzuerkennen, dass solche Klimawandel-Phasen ganz andere Ursachen haben, die wir nicht kennen.","klimagerechtigkeit"
"eike_05635.txt",34,34,"Die damit genährten Erwartungen zerplatzen an der Realität wie Seifenblasen. Doch statt auf gestandene Fachleute zu hören, verlässt sich die Politik lieber auf Beratergremien, die man vorab selbst mit handverlesenen Jasagern besetzt hat. Anschauliches Beispiel hierfür ist die von Fr. Merkel eigens zur Aushebelung der eigentlich zuständigen Reaktorsicherheitskommission eingesetzte Ethikkommission, in der Bischöfe, Soziologen, Politiker sowie Wirtschaftswissenschaftler ohne technische Grundlagenkenntnisse den Ton angaben. So kam es zum gewünschten Ausstiegsbeschluss.","Zum früheren Hauptziel „Atomausstieg"" hat sich bei den hinter dieser Entwicklung stehenden gesellschaftlichen Kräften inzwischen auch noch die Forderung nach „Klimagerechtigkeit"" in Verbindung mit umfassender „Decarbonisierung der Weltwirtschaft"" hinzugesellt, womit der Stab auch über Kohle- und Gaskraftwerke gebrochen wurde.","Moderne Kohlekraftwerke wie der neue 1.000-MW-Block im Braunkohlekraftwerk Niederaußem erreichen dank besonders effizienter Anlagentechnologie einen Wirkungsgrad von 43 % (Foto: kohlekraftwerke.de) Klimamodelle ohne Grundlage Seit Jahren wird mit enormem pseudowissenschaftlichem Getue und massivem medialem Aufwand eine Kampagne zur Verteufelung des CO2 als angeblichem Bösewicht und Ursache des Klimawandels betrieben. Jetzt ist der Feldzug zur Decarbonisierung der Weltwirtschaft hinzugekommen, der von den G7 ebenso wie von den Kirchen mit Nachdruck vorangetrieben wird. Dies ist der neueste Höhepunkt einer Entwicklung, mit der im Prinzip der totale Krieg gegen die Grundlagen unserer Zivilisation erklärt wurde. Dabei hält die gesamte Anti-CO2-Argumentation einer ernsthaften wissenschaftlichen Argumentation nicht stand. So beruhen allein schon wesentliche Grundlagen der Mengenbetrachtungen zum Kohlenstoffkreislauf auf fehlerhaften Annahmen.","klimagerechtigkeit"
"eike_04896.txt",31,31,"Und nach der Zunahme der Menschenwanderungen von Afrika und Asien nach Europa wird auch die «klimabedingte Migration» zum Argument, das die Entwicklungsländer und die ihnen zugewandten Interessengruppen in die Verhandlungen einbringen. Der Einfallsreichtum der Delegationen zur Praxis von Geben und vor allem Nehmen betrifft weitere Gebiete, auch wenn viele Positionen für die Pariser Konferenz noch nicht kommuniziert sind. Beispielsweise ist unklar, ob im neuen Rahmen alle Länder in das System zur Drosselung der Treibhausgas-Emissionen einbezogen werden oder ob es wieder eine Gruppe geben wird, die nicht mitmacht oder von Emissionszielen befreit ist. Es kann sein, dass die Entwicklungsländer ihre bisherige Freistellung von Emissionsauflagen ins neue Regime hinüberretten. Vielleicht möchte man die Freistellung aber auch differenziert und in einem komplexeren Rahmen in die Tat umsetzen.","Ein möglicher Ansatz heisst «Greenhouse Developments Rights», der beim Zuteilen von Emissionszielen auch den wirtschaftlichen Wachstumsspielraum eines Landes vorgeben und damit eine Art Klimagerechtigkeit herstellen soll.","Noch kühner und dreister sind die Vorstösse, die mit Blick auf die Wirtschaftsentwicklung der einzelnen Länder eine «historische Schuld» ins Spiel bringen. Dabei wird argumentiert, dass die Industrieländer ja schon eine lange Geschichte der Kohlenstoff-Emissionen und damit der Verschmutzung hinter sich hätten, während die Entwicklungsländer erst seit kurzem am Wachsen und am Verbrauchen von Energie seien. Die «alten» Länder stünden deshalb in der Schuld der Nachzügler  -  und das rufe nach einer Aufstockung der Entwicklungs- oder Klimahilfe. Komplexe Lösungen finden in internationalen Mammutkonstrukten meistens leichter Mehrheiten, weil dabei besonders viele Möglichkeiten für Tauschgeschäfte entstehen, weil sich zahlreiche Interessengruppen so in die Klimapolitik einschalten können und weil man nicht genau sieht, wer wie viel dafür bezahlt. Für die Schweiz ist klar, dass sie an der Konferenz zu denjenigen Ländern gehört, von denen der Süden allerlei Zahlungen und Unterstützungen in Form von Entwicklungshilfe, Klimahilfe, Klimainvestitionen oder Technologietransfer fordert.","klimagerechtigkeit"
"eike_10094.txt",11,11,"Selbst offenbar schon fast überall auf der Welt gewesen, schleuderte die 40-Jährige den Deutschen ein wütendes „Bleibt verdammt noch mal zu Hause!"" entgegen und fügte dann mit erhobenem Zeigefinger hinzu: „Flugscham reicht nicht. Reisescham ist angebracht."" Das Ganze atmet wieder die typische Attitüde der neuen Klima-Pharisäer: Wasser predigen, aber selbst Wein schlürfen. Denn die Idee, dass man auf Reisen besser verzichten solle, kam Friese justament während eines Trips durch Japan.","Dabei argumentiert die Künstlerin im Unterschied zu anderen Feinden des Reisens wie Anne Kretzschmar und Matthias Schmelzer von der „Klimagerechtigkeitsgruppe"" namens „Am Boden bleiben"" keineswegs nur mit der schlechten CO2-Bilanz des Reisens.","Vielmehr nörgelt sie auch noch in ebenso infantiler wie küchenpsychologischer Manier: „Touristen glotzen blöd, zerstören Kulturen und hassen sich letztlich selbst dafür."" So etwas nennen Fachleute für seelische Störungen Projektion. Hierbei kommt es zu einer Übertragung der eigenen, innerpsychischen Konflikte, Wünsche und Emotionen, welche man irgendwie nicht im Griff hat, auf andere Personen. Vielleicht ist die Weltenbummlerin einfach zu viel gereist und nun übersättigt? Ansonsten begründet Friese die Sinnlosigkeit des Reisens, die zwangsläufig Reisescham verursachen müsse, noch folgendermaßen: „Tourismus schadet nicht nur der Umwelt, er macht die Welt insgesamt zu einem musealen Ort.","klimagerechtigkeit"
"eike_01475.txt",144,144,"Mal! Kann dann auch in der Rubrik „Um Antwort wird gebeten"" auf dem Kalte-Sonne-Blog gelistet werden. „Wer die Wahrheit nicht weiß, der ist bloß ein Dummkopf. Wer die Wahrheit kennt und sie eine Lüge nennt, der ist ein Verbrecher."" Herr Lesch wird das Experiment nicht mit Argon oder anderen IR-inaktiven-Edelgasen durchführen und auch nicht antworten.","Dazu ist das Klimageschäft und sein Ruhm, der damit einhergeht zu einträglich.","Steter Tropfen höhlt den Stein, da bin ich mir auch ziemlich sicher. Warten Sie noch etwas, dann tropft nichts mehr… Dazu dient das ausgiebige Vorgeplänkel, um dann mit einem hanebüchenen, weil total simpel dargestellten „Versuch"", den Treibhauseffekt „zu beweisen"". Wäre so ein „Beweis"" stichhaltig, gäbe es keine Skeptiker, weil dann wäre die Argumentation physikalisch konsistent und wasserdicht, davon kann aber weit und breit keine Rede sein. Trotzdem hat die Sendung ihr Ziel vermutlich erreicht. Es darf angenommen werden, daß ein Großteil der Zuseher der gelegten Fährte folgen und sich der Meinung anschließen, Skeptiker seien Verschwörungstheoretiker ohne konkret nachvollziehbare Argumentation.","klimageschäft"
"eike_06497.txt",29,29,"Energie- und Naturpolitik müssen miteinander in Einklang gebracht werden, was nicht leicht, aber möglich ist. Die totale Unterordnung der Energiepolitik unter die Klimapolitik ist jedoch irrational und verschwenderisch. Wissenschaftlich gesehen ist dies höchst umstritten und meiner Meinung nach unbegründet. Die Motivation für die Verknüpfung von Klima- und Energiepolitik sah ein Meteorologe und Akademiker (Rudolf Czelnai) im Jahr 2011 wie folgt: „Wir wissen von Machiavelli, dass das Geheimnis einer erfolgreichen Politik darin besteht, dass die Massen selten auf rationale Dinge hereinfallen; sie brauchen auch etwas Humbug. Wenn das Energieproblem das Rationale ist und sich hinter dem Klimaproblem verbirgt, macht dieses das Klimaproblem zum Humbug.","Das ist, als würde man Füchse in den Hühnerstall setzen … Wenn man sich also hinter der Politik versteckt, könnte vielleicht das größte Geschäft des Jahrtausends beginnen: das Klimageschäft"".","Das heute vorherrschende, auch von János Zlinszky vertretene Narrativ lautet, dass die durch menschliche Aktivitäten verursachten Kohlenstoffemissionen eingedämmt werden müssen, um die globale Erwärmung zu verhindern. Dies setzt voraus, dass 1. die anthropogenen CO2-Emissionen die atmosphärische CO2-Konzentration tatsächlich erhöhen; 2. die Hauptursache für die Zunahme des globalen Treibhauseffekts eine Zunahme der atmosphärischen Kohlendioxidkonzentration ist; 3. die Hauptursache für die wahrgenommene Erwärmung eine Zunahme des globalen Treibhauseffekts ist. Alle drei Annahmen sind durchaus diskutabel: 1. Es ist keineswegs sicher, dass der Anstieg der atmosphärischen Kohlendioxidkonzentration auf den Menschen zurückzuführen ist. Tatsächlich sind nur vier bis fünf Prozent des Kohlendioxids in der Atmosphäre anthropogenen Ursprungs.","klimageschäft"
"eike_06111.txt",424,424,"Dass es vereinzelt Parlamentarier gibt, die sich auf ähnlich miserablem Niveau bewegen, raubt einem fast den Atem und den Glauben an die Demokratie. Trotzdem größte Anerkennung für Dr. habil. Sebastian Lüning, dass er solche Veranstaltungen immer wieder in seiner Freizeit auf sich nimmt! Ich kenne nun schon mehrere Vorträge von ihm, sowohl bei der letzten EIKE-Konferenz (wo die SZ auch schon „brillierte"") als auch von einer Bundestagsanhörung. Jedes Mal souverän und einsame Spitze, sowohl inhaltlich als auch bei der Präsentation!","Zweifellos ein Spitzenwissenschaftler, dem normalerweise die Lehrstühle nachgeschmissen würden  -  wahrscheinlich fehlt aber der „richtige"" Klimaglaube.","Deshalb gleich zweimal Hut ab! Erst muß mal bewiesen werden, daß CO2 bodennah strahlt. Die Inhalte der Diskussion zeigen, daß dies nicht möglich ist. Also weicht man auf andere Fragestellungen aus. Bitte hier nur unter vollem Klarnamen posten, siehe Regeln.","klimaglaube"
"eike_13345.txt",64,64,"Mangelnde Hygiene, Epidemien, Kriege, Schmutz und Enge der Wohnung trugen zu einer sehr hohen Kindersterblichkeit bei, so dass in vielen Familien nur ein bis zwei Kinder überlebten. Nur hat sich das nicht in „Lebenden"" geäußert, weil die wenigsten Kinder das 1., maximal das 2. Lebensjahr überlebten. Den Müttern erging es ähnlich, weshalb in Grimms Märchen so häufig die bösen Stiefmütter vorkommen. Vielleicht bleibt dies aber ein Geheimnis, welches so viele Klimawandel-Studien hinterlassen.","Kein Geheimnis ist jedoch: Falls der neue US-Präsident seine Ankündigung wahr machen würde  -  die Forschungsmittel für den AGW-Klimaglauben einzuschränken  -  geht der Welt nichts an Wissen verloren, eher wäre es für den verbleibenden Rest an Klima-„Wissenschaft""eine Überlebensschance.","Quellen [1] kaltesonne, 9. November 2016: Neues Highlight der Klimafolgenforschung: Heiße Tage hemmen die Kopulation [2] NBER Working Paper No. 21681 October 2015, Alan Barreca, Olivier Deschenes, Melanie Guldi: Maybe Next Month? Temperature Shocks, Climate Change, and Dynamic Adjustments in Birth Rates Seit der Bevölkerungsvermischung muss man neu rechnen. Aber Rechnen ist unerwünscht und überfordert zudem moderne Politiker.","klimaglaube"
"eike_08296.txt",34,34,"Diese neuen Klimaprojekte haben sich als äußerst effektiv erwiesen und in der Washington Post, der New York Times und anderen Medien des Establishments Aufmerksamkeit erregt. Im April 2021 wird die 14. Internationale Klimakonferenz von Heartland das Thema „The Great Climate Reset"" präsentieren und die inzestuöse Interaktion zwischen Sozialisten und Klimaaktivisten hervorheben. Das Heartland Institute führt den Kampf offensiv zu internationalen Sozialisten und Klima-Alarmisten, die darauf abzielen, uns unsere Freiheiten wegzunehmen. Das kommende Jahr wird eine Herausforderung sein, aber die gerechten Ursachen von Freiheit und Freiheit werden sich durchsetzen.","Link: https://www.heartland.org/news-opinion/news/taking-the-fight-to-socialists-and-the-climate-left Übersetzt von Chris Frey EIKE Die Medien kennen ganz überwiegend nur noch ergebene und linientreue Klimaverdummungs-Gefolgschaft samt Verkündigung des einzig wahren Klimaglaubens.","Und wachen darüber, dass die totale Klimaverblödung kein Ende nimmt  -  „Pressefreiheit"" heißt das heute. Selbstverständlich mischt der Staatsfunk dabei nach Kräften mit. Kirchen sind auch dabei, wenn es um den „richtigen"" Glauben geht  -  und der ist heute Klima-grün. Vor fast hundert Jahren waren es die Braunen, heute Öko- und Klima-verblöden uns die Grünen samt überflüssigem Polit-Anhang, der AntiFa und den Medien im Schlepptau. Ewig Dumme und Zurückgebliebene heizen das Ganze von der Straße aus an  -  eine Nachwächterpolitik setzt den Straßenwillen postwendend und grün-gehorsam um.","klimaglaube"
"eike_09137.txt",146,146,"Sie sagen: „Herrn Landvoigt sehe ich nicht als den Vertreter einer Religion , sondern ihn ihm einen überzeugten Christen."" Meinen Sie jemanden, der die Dinge so sieht: Der Gott der Christen ist gnädig genug, einem reuigen Mörder zu vergeben und hartherzig genug, einen moralisch untadeligen Menschen dafür zu bestrafen, dass er nicht an ihn glaubt? Sie sagen: „Religion ist, weswegen man sich gegenseitig die Köpfe ( verbal und faktisch) einschlägt."" Da gebe ich Ihnen Recht, Eine Religion gegen die andere: Dier Christen sagen, dass die Muslime falsch liegen, die Muslime sagen, dass die Buddhisten falsch liegen, die Buddhisten sagen, dass die Hindus falsch liegen und die Hindus sagen, dass die Christen falsch liegen. Und ich sage, dass sie damit ALLE richtig liegen.","Wird nicht hin und wieder vom „religiösen"" Charakter den Priestern des Klimaglaubens geredet und muß ein auf transzendenter Basis beruhendes Vertrauen solchem"" Glauben"" gleichgestellt werden?","Herrn Landvoigt sehe ich nicht als den Vertreter einer Religion , sondern ihn ihm einen überzeugten Christen. Religion ist, weswegen man sich gegenseitig die Köpfe ( verbal und faktisch) einschlägt. Nee, ich habe was gegen Fanatiker jeder Art, und wenn sie dann auch noch religiös daher kommen ist der Ofen aus. btw, habe ihn vor ca 4 Wochen schon gefragt, in einem anderen Thread hier, was er meint, wer sich seine ewig langen Müll komplett durchliest  -  er muß echt geglaubt haben, jeder 🙂 Errare humanum est. Zitat:  -   -  🙂 …und Herr Gans werden Sie vermissen ! Das ist eine fast schon bösartig zu nennende Unterstellung !!","klimaglaube"
"eike_09953.txt",103,103,"Wohin geht der Mensch? Jede Fußnote, die nicht überprüft werden kann, ist purer Glaube in Reinkultur. Auch ein Feynman hat gar nicht die Zeit alle Fußnoten zu überprüfen, ungeachtet der Tatsache, er hätte gar nicht das dafür notwendige Know-how. Mit sehr freundlichen Grüßen MfG Das würden diese Clowns (P.F. und der Häuptling vom PIK)in diesem Fall bestimmt als CO2 irrelevant beweisen. Der Westen schwächt sich mit diesen Kampf um die CO2-Klimaerwärumg immer mehr und die einzigen Profiteure werden Russland und Asien sein.","EU, USA und jetzt auch mit der Einmischung des Papst die Kontinente Afrika und Südamerika werden sich in diesen „CO2-Klimaglaubenskrieg"" gegenseitig aufreiben und einen Stillstand erleiden.","Im schlimmsten Fall, fallen diese Länder hinter den asiatischen Länder immer mehr zurück. Auch die Arabischen Länder werden durch den „CO2-Glaubenskrieg"", den die EU, die USA und der Vatikan vom Zaun gerissen hat nur noch mehr gestärkt. Die Macht basiert nun mal auf den Energieträgern Kohle, Gas, Oel und Uran/Thorium. Da führt kein Weg daran vorbei.","klimaglaube"
"eike_09274.txt",1,1,"","Andrea Andromidas Wenn das Klassifizierungssystem der Europäischen Union, unauffällig als EU-Taxonomie bezeichnet , Gesetzescharakter annimmt, wird unserer Wirtschaft demnächst vorgeschrieben, welche Investition im Namen des Klimaglaubens gut ist und welche nicht.","Kann die Finanzbranche, von der diese Initiative ausgeht, tatsächlich nicht verstehen, dass sie nicht nur der Industrie, sondern auch sich selbst damit das eigene Grab schaufelt? Neueste Kommentare","klimaglaube"
"eike_08393.txt",7,7,"Die Frage des Klimawandels ist ein weiteres eklatantes Beispiel, das über bloße Voreingenommenheit hinausgeht. In den meisten Medienberichten wird das Thema als eine singuläre Wahrheit dargestellt, d.h. das Ausatmen des Menschen und die Industrie führen dazu, dass sich der Planet zu einem bevorstehenden Weltuntergang erwärmt. Normalerweise werden keine anderen Beweise oder Standpunkte anerkannt, geschweige denn glaubwürdig gemacht. Die vorherrschende mediale Behandlung des Klimawandels und anderer Themen in den Medien weist eine Kombination aus Kurzsichtigkeit, Faulheit, Unehrlichkeit und Zensur auf, die von CFACT selbst aufgegriffen wurde. Es ist so schlimm geworden, dass zwei große Medien kürzlich durch sehr öffentliche Demissionen entlarvt wurden und mehrere Nachrichtenredaktionen infantile Wachsamkeit an den Tag legten.","Führend hinsichtlich dieses journalistischen Fehlverhaltens gehört vor allem Chuck Todd von NBC, ein willfähriger Hampelmann für Klimagläubigkeit und ehemaliger Kongressberater.","Todd kündigte an, er werde den Skeptikern des vorherrschenden Mantra der vom Menschen verursachten globalen Erwärmung keine Sendezeit geben. Kein gegensätzlicher Standpunkt darf in der „Mainstream""-Klimaberichterstattung Raum finden. Das Time Magazine, ein weiteres bedeutendes Medienportal, ist seit langem von der „gefährdeten Erde"" besessen, schon seit Ende der 1980er Jahre. Damals hatte die globale Erwärmung das Mantra des kommenden Eiszeitalters aus den 1970er Jahren ersetzt. Die jährliche „Person des Jahres"" von Time wurde 1988 durch den „Planeten des Jahres"" ersetzt.","klimagläubigkeit"
"eike_00109.txt",27,27,"Während der egozentrischen Entwicklungsphase ist das Kind unfähig, sich in andere Sichtweisen hineinzuversetzen, es hält die eigene Ansicht für die einzige und nicht für eine unter vielen. Der Entwicklungspsychologe Jean Piaget zeigte das sehr schön mit seinem „Drei-Berge-Versuch"". Auf den Klimaschutz übertragen, könnte man sich folgendes Szenario vorstellen: „Annalena, kaufst du deine Lebensmittel beim Bio-Supermarkt?""  -  „Ja.""  -  „Weil du es dir leisten kannst und das Klima schützen willst?""  -  „Ja.""  -  „Kann es sich eine Krankenpflegerin leisten?""  -  „Ja, wenn sie es nur will"". Dass materielle Zwänge die Krankenpflegerin davon abhalten, beim Bio-Supermarkt einkaufen zu gehen, weil sie sich noch den jährlichen Urlaub gönnen möchte, ist für den animistisch-denkenden Klimaschützer undenkbar, gleicht nahezu einer Gotteslästerung. Um in den Worten des Philosophen Ludwig Klages zu enden: Der grüne Klimastaat fungiert als „Widersacher der Gesellschaft"".","Und wenn das sich nicht ändern wird, kann man nur verzweifelt nicht den Klimagott, sondern den alten Herrn der Israeliten anflehen: „Gott bewahre uns"".","Mit freundlicher Genehmigung von Bertha Stein. Zuerst erschienen bei der Achse des Guten. https://www.youtube.com/watch? v=evjD-h1r7Qk&lc=z23hj1nirqq2j505p04t1aokgsixigk0s1cm51x5zyhibk0h00410.1561039154112411 Da „Klimaschutz"" ja nichts weiter bedeutet als „das Wetter schützen"" (denn Klima ist ja nichts anderes als ein mehr schlecht als recht gemittelter Zustand des Wetters über einen bestimmten Zeitraum), sollt doch das Ganze schon für sich sprechen. Darf man aber nicht sagen, weil  -  siehe Beitrag der Autorin! Chris Frey Das ist nicht möglich.","klimagott"
"eike_06192.txt",353,353,"Ein Vorbild. Man kann Ihnen nur applaudieren. Der Nächste ist Ihnen völlig egal. Armut ist etwas nur für die anderen. ist eine glatte unverschämte Lüge, die sogar vielfach wiederholt wird. Herr Trittin, die personifizierte Arroganz, grinste sich einen ab, wie kommt der Herr dazu, wenn alles so schlimm ist?","Es wäre mal interessant gewesen, einen strikten Skeptiker (CO2 hat keinen Einfluss)gegen den selbstherrlichen Klimagott zu erleben.","Aber die Energiewende ist heilig, da kann vorgebracht werden, was will. Trittin grinste, als Vahrenholt die Naturschädigungen durch Windenergie benannte. Hätte er bei weit geringeren Schäden durch ein nicht kirchliches Gebäude auch gegrinst? Dieser Mann spiegelt die Verlogenheit der Grünen in Bezug auf Klima zu Umweltschutz wider. Sehr geehrter Admin, Ihre Worte treffen die Klima- und Energiewende- Religiosität des Herrn Lowinski sehr gut.","klimagott"
"eike_03498.txt",193,193,"Energie wird also für Wachstum von Pflanzen verwendet. An keiner Stelle wird darauf in den Berechnungen eingegangen. Im Falle einer Erde ohne Atmosphaere existiert allerdings keine Vegetation. Herr Weber, Sie sollten den „lieben"" Herrn Kramm einfach abhaken! Der hat es bis heute, mit seinen theoretischen Berechnungen, nicht einen einzigen Klimaalarmisten überzeugt.","In jeder Diskussion spielt er das gleiche Spiel, er ist der „Klimagott""  -  und schon in der Bibel steht  -  „Du sollst keine Götter neben mir haben!""","Er hat ja Recht, es gibt keinen „Treibhauseffekt""  -  aber alle berechneten Durchschnittswerte interessieren eingetlich überhaupt nicht. Kein guter Wissenschaftler zieht aus den berechneten Durchschnittswerten irgendwelche Rückschlüsse, die sind nur für Statistiker von Interesse! Dabei sit es ganz einfach, auf dem Mond, ohne Atmosphäre , haben wir max. Bodentemperaturen von ca 130 Grad C  -  auf der Erde , mit Atmosphäre nur ca 80 Grad C. Damit ist alles gesagt  -  S+B Gesetze hin oder her!","klimagott"
"eike_10545.txt",107,107,"Dagegen zu argumentieren ist so wie dereinst zu erklären dass es keinen Hexenzauber gibt der die Ernten verhagelte. Das will niemand hören und man selbst wurde auch verbrannt. Anno 1640 physisch, heute „nur"" sozial. Auch damals gab es die Profiteure dieses Systems, der Ablasshandel blühte und die Kirchenfürsten bereicherten sich schamlos daran. Heute sind es z.B. die Sonnenkönige wie F. Asbeck die in einem Schloss über dem Rhein leben vom EEG Tribut den die (Aber)Gläubigen via EEG zahlen.","Bleibt die Hoffnung dass dieser Klimahype  -  genau so wie einst die Hexenjagd  -  irgendwann zu Ende geht.","Dann kommt sicher was neues um die Menschen von ihrem schändlichen Tun zu überzeugen und sie zur Buße zu drängen….. Was erreicht werden soll ,ist aus diversen Andeutungen der Protagonisten zu vermuten : Die NWO ,die"" Eine Weltregierung"". Aber wer ist diese Weltregierung ? Für mich gehören alle Staaten der dritten Welt zu den Nutznießern, sobald von den Industriestaaten „Reparationszahlungen"" eingeklagt werden können. Da diese Staaten in der UNO usw. auf jeden Fall die Mehrheit haben (ein Land  -  eine Stimme) werden über kurz oder lang Strafzahlungen der Industriestaaten fällig werden.","klimahype"
"eike_08284.txt",145,145,"1. Vorbemerkung Konzentrationssteigerung findet statt und ist der Industrialisierung geschuldet. Nach Rücksprache mit zwei Professoren sei eine Korrelation zwischen Klimawandel und CO2- Anstieg zwar möglich; eine Scheinkorrelation deshalb nicht auszuschließen, weil es keinen physikalischen Nachweis für die Richtigkeit einer Korrelationsanalyse gibt. Der IPCC hat auf Seite 202 im „Report Prepared for IPCC by Working Group 1 Edited by J.T.Houghton, G.J.Jenkins and J.J.Ephraums (Meteorological Office, Bracknell, United Kingdom)"" selber diese Schlußmöglichkeit angezeigt und vor allem im dritten Schaubild dargestellt, dass der Temerpatur- Anstiegsgradient der Neuzeit geringer als der der Zeit 0 bis 1300 n.Chr. ist. 2.","Klimahype und Folgen Es ist durchaus statthaft sich darüber Gedanken zu machen, warum diese gewaltige Philosophie des menschengemachten Klimawandels (anthropogener Klimawandel) entstand.","Würde tatsächlich ein menschengemachter Klimawandel stattfinden und wir merzen alles aus, was damit zutun hat, industriell bliebe kein Stein auf dem anderen. Folgende Industrien wären besonders betroffen und müssten sich teilweise völlig neu mit Billionen an Investitionen aufstellen: 1. Energieindustrie total erneuern 2. Fahrzeugindustrie total erneuern 3. Metallindustrie total erneuern / beenden 4.","klimahype"
"eike_11403.txt",108,108,"Wer glaubt, dieses wäre jetzt eine maßlose Übertreibung, sollte sich mal zu den Menschen begeben, die mit solch aberwitzigen Meinungen in Überzahl sind. Es ist erschreckend, wirklich! ""Die Antarktis wird seit 40 Jahren kälter!"" v=i7zk9Pjsx_c Mathematiker zeichnet aus, dass sie logisch denken können. Weitere interessante Videos zum Klimathema von ihm sind unter folgendem Link abrufbar: https://www.youtube.com/results?","search_query=raddy+akademie+klimal%C3%BCge Übrigens, wie die weltweite Presse zum Klimahype tickt, darüber hat EIKE schon im November 2019 berichtet: … … ""Ein sehr gewichtiges weiteres Indiz ist in der Existenz der globalen Medienkampage unter dem Titel „Covering Climate Now"" zu sehen.","Mit dieser Kampagne wird die Medienberichterstattung über den angeblich menschengemachten Klimawandel global synchronisiert. Mehrere hundert Medien sind involviert."" https://www.eike-klima-energie.eu/2019/11/26/der-ultimative-beweis-gleichgeschaltete-presse-covering-climate-now/ https://www.wetteronline.de/wetterticker/antarktis-fast-minus-100-grad-201909162858107 https://www.wetteronline.de/wetterticker/antarktis-fast-minus-100-grad-201909162858107 https://www.zeit.de/wissen/umwelt/2020-02/klimawandel-antarktis-temperaturrekord-carlos-schaefer „Forscher messen neuen Temperaturrekord in der Antarktis"" https://www.wetteronline.de/wetterticker/weltweit-waermster-januar-seit-messbeginn-202002141860759 Was von Meldungen von Temperatur-Rekorden in Antarktis zu halten ist wurde hier bereits diskutiert. Der weltweit wärmste Januar ist ein anderes Beispiel. Das von WetterOnline gezeigte Bild enthält viele Elemente mit der Farbe grau, deren Temperatur unbekannt ist. Bei den Satelliten-Daten uahncdc_lt_6.0 197812 202001.txt, Globe sind der Januar 2016 und der Januar 2020 gleich groß.","klimahype"
